Code,Age,Household Number,Household with Children Number,Household with Children Ratio
50707,40,13830,870,0.062906725
75751,34.4,35905,3804,0.105946247
49508,35.2,15769,1544,0.097913628
21536,44,29607,4295,0.145067045
81631,36.1,55609,5755,0.103490442
37122,40.6,50668,9361,0.184751717
37934,46.2,30420,4087,0.1343524
76018,33.6,36028,5829,0.161790829
63125,40.5,21715,1689,0.077780336
63304,41.8,40832,4828,0.118240596
72034,30.8,20678,3785,0.183044782
33498,47.9,36498,4216,0.115513179
37388,41.8,41300,7652,0.18527845
95472,52,28880,5209,0.180367036
75070,37.5,39233,5301,0.135115846
80301,37.9,31037,1656,0.053355672
85037,28.4,51941,7896,0.152018637
53548,38.6,24945,4356,0.174624173
78109,31.8,51136,7437,0.145435701
72023,36.5,25443,3704,0.145580317
92081,36.3,51419,7609,0.147980319
77954,41.8,46554,3595,0.077222151
27893,38.7,30510,3638,0.119239594
92111,36,42033,4039,0.096091166
77379,39.5,12866,1665,0.12941085
73170,39.1,27704,3656,0.131966503
73110,34.8,38651,3649,0.094408942
74033,32.2,12058,1314,0.108973296
78414,34.4,44097,5440,0.123364401
71303,38.4,12657,1501,0.118590503
27609,38.6,30304,1617,0.053359293
75644,37.5,46017,5029,0.109285699
98003,35.3,46193,5525,0.119606867
38570,46.7,26501,2138,0.080676201
92504,33.5,20055,439,0.021889803
89115,28.3,34993,4438,0.126825365
89110,32.3,20655,1697,0.082159283
11901,42.3,72864,15880,0.217940272
89014,38.8,11098,306,0.027572536
92056,40.3,17041,2249,0.131975823
46342,38.2,31978,5023,0.15707674
30263,36.8,13764,2242,0.162888695
37055,38.9,28230,2964,0.104994687
59901,39.8,50711,7918,0.156139694
59404,41.9,32080,3737,0.116490025
76133,36,16984,1783,0.104981159
34109,55.4,24212,1787,0.073806377
13126,36.4,27137,2718,0.100158455
65233,39.1,27788,3547,0.127645027
78221,33.8,20472,3984,0.194607268
48204,37.1,41858,5698,0.136126905
85706,29.4,31766,8730,0.274822137
85716,37.8,4959,750,0.151240169
70002,39.4,51961,6797,0.130809646
66049,36.8,33038,5375,0.162691446
77573,35.4,18935,1976,0.104357011
89106,31.8,47444,8080,0.170306045
80122,43.1,25631,3417,0.133315126
43202,28.3,39604,7519,0.18985456
65202,34.1,17198,3104,0.180486103
22201,32.4,62311,7004,0.112403909
76448,41.8,20126,3204,0.159197059
12901,35.5,46688,4591,0.098333619
63026,41.2,18301,1380,0.075405716
64111,31.9,38761,3558,0.091793297
75801,35.5,44804,7271,0.162284617
7095,38.1,20432,2747,0.134445967
77459,38.8,15405,1469,0.09535865
18344,45.5,15674,2437,0.155480413
75211,29.6,19108,3279,0.171603517
20783,32.1,25294,1711,0.067644501
77708,34.3,38586,3812,0.098792308
78258,37.5,15716,1804,0.114787478
17101,40.4,38224,5814,0.152103391
91362,46.4,25648,4341,0.169252963
91307,45.2,20990,1872,0.089185326
30034,38.5,16679,1145,0.0686492
78727,36.2,16926,2227,0.131572728
32174,55,41145,4572,0.111119213
40299,39.9,22190,3211,0.144704822
37377,43.5,27257,1995,0.073192208
89512,30.7,18140,865,0.047684675
19020,40.9,20216,1983,0.098090621
77802,34.9,19427,1397,0.071910228
99218,31.6,10328,996,0.096436871
1020,45,34569,4493,0.12997194
98409,31.1,25014,3274,0.130886703
77060,27.7,13642,1547,0.113399795
95988,39.9,17038,1997,0.117208593
10467,34.7,12208,1441,0.118037353
95242,42.3,72086,13967,0.193754682
91731,35.2,8419,873,0.103694025
99504,33,17270,3410,0.197452229
12401,40.8,40002,5650,0.141242938
54401,39.3,4167,494,0.118550516
95110,32.7,9000,1797,0.199666667
85215,56.5,58959,11239,0.190623993
34471,41.6,26894,5366,0.199524057
85021,34.9,31540,4450,0.141090679
91303,32.5,33184,3223,0.097125121
84660,26.4,41672,7209,0.172993857
92583,35.6,50435,7044,0.139664915
93422,38.8,15315,2793,0.182370225
99206,38.4,25643,3236,0.126194283
55008,41.3,31071,2847,0.09162885
44681,30,105553,23538,0.222996978
98372,40.1,25860,2645,0.102281516
20743,40.2,55414,8100,0.146172447
50316,31.1,19452,2354,0.121015834
52241,32.3,40202,7201,0.179120442
55449,38.3,36701,6377,0.173755484
52732,41.9,29918,4339,0.145029748
99350,38.1,11603,1448,0.124795312
98373,35.3,39962,2818,0.070516991
55433,38.9,51245,5777,0.11273295
55416,35.8,82255,15341,0.18650538
98057,34.1,38554,6271,0.162654977
78413,35.1,33824,3183,0.094104778
48359,38.7,12613,2225,0.176405296
98118,38.8,41100,8130,0.197810219
11553,35.4,22054,2591,0.117484357
55369,40.1,33941,4028,0.118676527
98059,39.4,13573,2319,0.170853901
55124,38.6,50073,6225,0.124318495
13066,46.7,9426,1291,0.136961596
94086,33.6,60549,8046,0.13288411
75601,35.8,63772,8170,0.128112651
12304,40.5,72268,9486,0.131261416
13045,32,28696,3262,0.11367438
77346,35.2,39860,5138,0.128901154
90039,39.6,52907,6882,0.130077305
99701,32.6,31210,4875,0.156199936
75224,28.3,60451,8518,0.140907512
60543,37.9,28074,3787,0.134893496
8226,57.5,56134,10057,0.17916058
86401,45.2,27876,4327,0.155223131
91763,32.8,52066,6642,0.127568855
37066,41.1,24515,2441,0.099571691
99577,32.6,36223,3515,0.097037794
39208,35.8,12201,1327,0.108761577
38637,33.5,41634,5314,0.127636067
91301,44.7,24187,1487,0.061479307
37745,43.9,56363,6276,0.111349644
90045,35.5,30521,2087,0.068379149
37138,41.8,20074,2093,0.104264222
32065,38.2,31802,5223,0.164234954
78218,34,89092,19659,0.220659543
21921,38.4,26768,2726,0.101838016
76051,38.7,33478,5851,0.174771492
53081,38.6,20751,1608,0.077490241
37174,35.3,48241,6754,0.14000539
60431,35.2,38961,3698,0.094915428
80104,37.5,5252,721,0.137281036
45245,40.4,33675,2658,0.078930958
91786,35.2,44816,7317,0.163267583
60016,41.5,18137,1046,0.057672162
75090,36.9,16421,1834,0.111686255
20747,36,20207,3187,0.157717623
38134,34.2,73581,14691,0.19965752
60071,41.9,3921,378,0.096403979
32837,36.8,78416,11801,0.150492246
62010,41.7,45796,4155,0.090728448
90740,58.9,12672,1193,0.094144571
91355,40.7,45235,10307,0.227854537
60423,43,1957,18,0.009197752
49512,33,37003,5643,0.152501149
64030,34.6,26628,4173,0.156714736
2474,39.7,48779,2469,0.050616044
32953,49.5,30894,4382,0.141839839
80215,41.2,51723,4835,0.093478723
85737,55.8,41915,7358,0.175545747
80233,32.8,16134,3480,0.215693566
80004,42.3,26508,2336,0.08812434
74145,35.3,55584,6634,0.119350892
19958,60,25900,2774,0.107104247
85305,34.9,17069,2119,0.124143184
30032,38.3,30436,3002,0.098633198
85034,28.2,26185,2927,0.111781554
91803,42.7,46139,6725,0.145755218
94805,41,8388,1495,0.178230806
94928,35,102359,10156,0.099219414
90703,46.3,26697,4300,0.161066787
48213,38.8,30551,3514,0.115020785
96080,41.4,42802,5515,0.128849119
95037,40.4,35575,3574,0.100463809
60659,35.2,30882,4589,0.148597889
55374,39.7,20145,2224,0.110399603
70058,36.5,16650,1723,0.103483483
77070,36.1,26014,3566,0.137080034
49684,42.7,43851,5125,0.116873047
70458,41.2,31930,3557,0.111399937
48604,27.2,42485,13192,0.310509592
83814,40.5,33053,4503,0.136235743
92835,45.5,33831,4930,0.145724336
17268,41.7,39215,6533,0.166594415
70118,32.9,15748,2482,0.157607315
27263,42.7,8534,2590,0.303491915
40356,39.1,26710,3545,0.132721827
77640,40.3,38301,2282,0.05958069
25313,42.8,16700,2121,0.127005988
93305,27.7,21137,3026,0.143161281
85194,54.8,28472,6538,0.229629109
24382,48,27012,2746,0.101658522
83644,35.1,13635,2243,0.164503117
83301,34,26631,3855,0.144756111
22150,39.4,34816,4233,0.121582031
42718,37.9,33396,3835,0.114834112
14580,46.2,12961,1075,0.082941131
8094,41.3,41087,5398,0.131379755
61350,40.8,9906,1857,0.187462144
43220,35.7,49717,6649,0.133736951
32601,25.2,26338,2563,0.097311869
29356,51.4,37858,5926,0.156532305
78377,37.5,39383,7250,0.184089582
30125,38.1,53465,9009,0.168502759
37921,35.4,12661,2111,0.166732486
45240,34.8,51027,7784,0.152546691
77040,34.6,15890,2216,0.139458779
44420,40.8,22472,1946,0.086596654
49319,40.9,29231,2485,0.085012487
48504,36.3,67533,14413,0.213421586
70001,40.7,29831,3228,0.108209581
45246,42.5,17446,1808,0.103634071
44654,33,38002,5459,0.143650334
43545,41.7,40732,8998,0.220907395
44641,43.6,11253,1235,0.109748512
97304,41.4,26080,2518,0.09654908
32608,29,39286,4773,0.121493662
44121,38.2,52438,7334,0.139860407
98512,40.8,28772,6702,0.232934798
44131,50.4,33176,3831,0.115475042
11221,32.3,27500,3161,0.114945455
49534,36.9,26621,4191,0.157432102
14606,36.6,18517,1891,0.102122374
11510,42.9,41009,4464,0.108854154
40503,37.6,24043,3229,0.134301044
43950,45.2,37600,6051,0.160930851
11703,43,37687,4852,0.12874466
70130,38.4,46665,5811,0.124525876
32571,37.7,53872,8077,0.149929462
10017,40,42659,6561,0.153801074
91342,35.8,37407,9022,0.241184805
44905,40.2,24465,3845,0.157163295
45806,45.8,31865,6806,0.213588577
33704,48,22110,3139,0.141971958
91744,35.1,54282,6685,0.123153163
41094,37.4,59937,7908,0.131938535
48611,41.5,25695,2834,0.110293831
84045,23.5,40925,2479,0.060574221
19804,39.9,46109,4079,0.088464291
16506,43.6,3777,534,0.141382049
49048,34.3,51869,6840,0.131870674
19702,34.5,11533,1610,0.13959941
48346,40.9,24572,2454,0.09986977
49009,38.1,30858,4948,0.160347398
98168,36.6,31760,6643,0.209162469
48209,28.8,18368,2483,0.135180749
16510,40,25255,2961,0.11724411
33027,42.9,28182,4475,0.158789298
32401,40.4,24200,2292,0.094710744
32818,33.6,19699,2148,0.109041068
73127,31.9,21980,2626,0.119472247
47265,40.1,50419,8024,0.159146354
74012,37.3,36994,4684,0.126615127
10029,36.3,18743,2036,0.108627221
21204,32.9,26521,2130,0.080313714
46304,40,13515,1917,0.141842397
76549,28.5,48503,2228,0.045935303
23231,40.3,5100,403,0.079019608
75237,28.5,29889,3285,0.109906655
68164,34.9,14342,1565,0.109120067
79605,33,44806,5306,0.11842164
95628,45.9,51140,6853,0.134004693
48446,44.5,22389,724,0.032337308
32566,38.6,29456,3424,0.116241173
63383,40,52561,9719,0.184908963
50111,35,43201,7159,0.165713757
11217,35,15697,3726,0.237370198
61820,22.6,39465,4517,0.114455847
33060,40.8,53635,6036,0.112538454
94619,41.1,41124,5560,0.135200856
30096,36.2,37280,3678,0.098658798
30141,39.1,12441,1215,0.09766096
94564,43.8,26736,3036,0.113554758
33844,40.7,23784,3428,0.144130508
48629,56.7,29694,3843,0.129420085
53562,41,36483,2389,0.065482554
46220,35.7,22124,2418,0.109293075
55901,35.3,44662,6256,0.140074336
79902,39.1,15877,1352,0.085154626
48846,39,11777,1596,0.135518383
30752,44.6,38315,4750,0.123972335
49503,30.3,8034,882,0.10978342
49601,43.8,13930,1159,0.083201723
49544,33.6,12719,3132,0.246245774
46714,38.5,57965,11185,0.19296127
49509,33.9,29220,4227,0.144661191
90720,44.2,25989,3473,0.13363346
22193,35.7,53158,8421,0.158414538
64055,46.6,40787,6372,0.156226249
28337,39.5,24445,3132,0.128124361
95747,39.9,27711,4314,0.155678251
24112,47.4,19574,643,0.032849699
48642,40.8,8400,867,0.103214286
94568,37.1,3785,494,0.130515192
48617,39.1,24314,2761,0.113555976
95014,41.7,27556,3405,0.123566555
70065,37.8,26976,2759,0.102276097
34613,62.4,48344,6047,0.12508274
60189,40.7,14935,1675,0.112152662
81301,39.8,16887,2811,0.166459407
92399,37.2,27096,1298,0.04790375
59102,40.9,39877,4251,0.106602804
27604,36.7,14624,2101,0.143667943
28205,33.6,49330,4261,0.086377458
94533,34.2,76736,9722,0.12669412
10460,32.8,60080,4656,0.077496671
28546,28.5,46941,7508,0.159945463
21788,45.7,12039,1466,0.121770911
70605,37.4,38306,5683,0.14835796
28209,34.5,23789,3172,0.133338938
28906,53.7,19915,1961,0.098468491
19940,43.2,5635,798,0.141614907
30525,48.9,7814,656,0.083951881
94534,41.3,39667,6343,0.159906219
68504,27.9,17448,1811,0.103794131
46113,37,15674,3079,0.196439964
47404,30.9,24091,1797,0.074592171
74437,43.7,9788,992,0.10134859
45631,45,14654,1700,0.116009281
43302,0,0,0,
80202,34.1,15453,102,0.00660066
44041,47.1,14556,1451,0.099683979
94509,35.5,68909,7177,0.104151852
43617,49.7,7270,1096,0.150756534
62095,36,10585,1299,0.122720831
91792,38.7,29942,3429,0.114521408
70119,36.7,37838,1541,0.040726254
70122,38.8,38591,2546,0.065973932
70454,35.9,30416,4262,0.140123619
30513,51.1,12240,1293,0.105637255
46241,31.3,32289,3950,0.122332683
34950,33.6,16784,1355,0.080731649
45885,41,12731,1916,0.150498782
43160,42.1,22039,2591,0.117564318
45404,33.5,11271,1392,0.123502795
55066,44.3,18478,2253,0.12192878
44805,38,33653,4948,0.147029982
43609,31.4,21836,2143,0.098140685
3060,36.9,30483,3144,0.103139455
31709,31.8,15974,1349,0.084449731
95127,36.1,66978,8173,0.122025143
31082,43.2,9834,937,0.095281676
97233,32.9,40918,4690,0.114619483
75551,42.2,11373,1641,0.144289106
33426,44,24126,1911,0.079209152
43065,40.1,43503,10109,0.232374779
90025,34.4,47394,4166,0.087901422
14626,47.2,30622,3081,0.100613938
92109,32.4,47624,3703,0.077754913
97232,36.3,13855,1058,0.076362324
56304,35.3,16883,1827,0.108215365
62024,40.4,9905,1037,0.104694599
32904,43.1,32488,4440,0.136665846
26041,45.9,16374,1695,0.103517772
33436,46.3,44974,4780,0.106283631
32277,33.6,32679,4237,0.12965513
12209,35.3,10086,920,0.091215546
33625,40.1,27602,3282,0.118904427
15108,41.1,41417,6311,0.152377043
33706,60.2,16499,868,0.052609249
63127,49.2,5093,997,0.195758885
14618,39.2,22843,3394,0.148579434
11235,44.7,79634,10478,0.131576965
27616,33.8,55729,9279,0.16650218
95648,44,53526,8936,0.166946904
15132,45.9,21366,1075,0.050313582
97220,38.8,29952,2893,0.096587874
14450,47.4,41999,6488,0.154479869
46996,44,6226,822,0.132026984
97202,36.8,43844,5743,0.130987136
85029,35.5,47593,4482,0.094173513
98405,36.2,23883,2593,0.10857095
80033,42.1,26035,2984,0.114614941
97201,31.6,18189,1035,0.056902524
47421,44.3,27716,3179,0.114699091
91304,38.7,54953,7108,0.129346896
2061,42.6,11174,2608,0.233398962
80209,37.7,25643,2486,0.096946535
11706,36.2,69147,9490,0.137243843
43606,33.1,25251,2313,0.091600333
95129,41.6,40174,8053,0.200453029
85621,36,22314,2923,0.130993995
14213,29.9,23365,3086,0.132077894
68502,35,26176,3158,0.120644866
30635,43.7,15159,1240,0.081799591
44112,43.2,21902,895,0.040863848
10940,38.4,48544,6231,0.128357779
19103,36.6,24478,1066,0.04354931
13790,37.2,18159,1898,0.104521174
11725,47.4,29716,5076,0.170817068
85304,39.5,28419,3423,0.120447588
11554,41.7,38443,5827,0.151575059
80229,31.9,56137,8105,0.14437893
33830,37.6,29199,3832,0.131237371
46514,40.2,42069,5951,0.141458081
30340,32.3,28099,4002,0.142424997
90242,34.5,43159,5421,0.12560532
30092,36.4,36427,6419,0.176215445
97365,46.2,11471,1058,0.092232587
33133,43,35980,4757,0.13221234
60438,40.7,28945,2857,0.098704439
10573,40.1,39239,6114,0.155814368
30346,34.7,4967,414,0.083350111
30071,30.7,25662,4983,0.194178162
18235,48,19397,2106,0.108573491
2150,33.6,40419,4304,0.106484574
15701,31.3,34423,3306,0.096040438
60625,35.3,80310,10278,0.127979081
15901,50.9,3610,166,0.04598338
60540,40.4,45679,8607,0.188423564
43334,46.8,6406,801,0.125039026
48034,43.8,13997,831,0.059369865
98007,32.9,29641,4672,0.157619514
21220,38.5,41498,5046,0.121596222
30328,38.6,39069,5796,0.148352914
12549,43.1,11034,1727,0.156516223
6082,41.4,44624,5020,0.112495518
14701,41.4,39641,3605,0.090941197
81647,36.6,7383,1484,0.201002303
32750,42.8,25297,3376,0.13345456
49415,46,6980,1063,0.152292264
97367,55.7,9852,953,0.096731628
32779,46.5,29925,4981,0.166449457
61603,32.1,16877,993,0.058837471
18031,39.5,10737,2089,0.194560864
62535,42.3,3043,756,0.24843904
7047,38.9,62291,7219,0.115891541
72834,41,10515,1481,0.14084641
32935,43.2,41658,3419,0.082073071
97216,37.5,17150,2356,0.137376093
55904,36.6,27806,4235,0.152305258
75249,33.5,17841,2641,0.148029819
39501,33.6,23857,1374,0.057593159
39212,31,34193,3504,0.102477115
33308,58.7,27591,1709,0.061940488
39567,36.5,11412,961,0.084209604
28431,43.8,7103,333,0.046881599
28134,38.9,11157,1193,0.106928386
28470,48,12951,908,0.070110416
11420,40.1,47987,4577,0.095379999
14075,47,43246,5955,0.137700597
78660,35.1,92295,17525,0.189880275
28170,41,11309,842,0.074453975
91101,35.3,21628,1822,0.084242648
44511,45.5,20419,1415,0.069298203
20742,19.2,0,0,
69153,44,5693,739,0.129808537
21131,46.5,7361,1608,0.21844858
21113,35.7,34849,5473,0.157048983
87110,42.4,38914,3401,0.087397852
94304,39.2,3894,555,0.142526965
63136,35.2,44866,1983,0.044198279
30008,32.6,34003,3724,0.109519748
75247,57.4,800,0,0
1760,41.5,36151,7092,0.196177146
49660,48.7,14356,1392,0.096962942
75229,38.4,32674,6000,0.183632246
39520,45.4,18168,1406,0.077388815
48130,43,15927,3441,0.21604822
46784,42.7,2182,221,0.101283226
30165,37.1,41989,5793,0.137964705
76182,43,31384,5059,0.161196788
75228,31.1,74782,11426,0.152790779
32821,33.4,17872,1513,0.084657565
87507,37.3,49990,5984,0.119703941
30442,42.1,7973,825,0.103474226
89044,50.4,22804,3415,0.149754429
30434,36.9,5389,436,0.080905548
51106,37,26762,3321,0.124093864
51031,39.2,12157,1908,0.156946615
46320,33.4,13708,972,0.070907499
76802,40.3,5308,947,0.178409947
78222,34.5,25502,3291,0.129048702
13783,51.8,2662,397,0.149135988
27106,37.6,49240,6896,0.140048741
4736,48.5,9219,1186,0.128647359
45203,32.8,2226,0,0
33708,60.3,16258,1018,0.062615328
75241,34.4,31906,2237,0.070112205
73078,34,11733,3243,0.276399898
10453,31.3,82607,6485,0.078504243
63334,36.2,8978,1169,0.130207173
48093,44.4,24900,2889,0.116024096
66213,39.5,29595,5298,0.179016726
78119,34.9,7238,599,0.082757668
37398,41.6,15289,2377,0.155471254
37686,45.6,8217,971,0.118169648
93001,38.6,32749,3338,0.101926776
32808,31,59937,5843,0.097485693
92392,31.2,59029,8749,0.148215284
12477,48,18256,2013,0.110265118
80120,41.8,32238,3653,0.113313481
11768,50.5,21343,3736,0.175045682
85388,34.3,31153,7555,0.24251276
70427,37.2,19698,1691,0.085846279
84003,27.6,50769,14896,0.293407394
28105,40.4,46683,8171,0.175031596
4915,46.2,8935,710,0.079462787
16037,45.8,4622,721,0.155993077
28754-6003,0,0,0,
21911,38.3,11251,2048,0.182028264
1073,48.4,6211,884,0.142328128
77437,36.3,17097,2622,0.153360239
82070,29.4,20855,2644,0.126780149
77045,31.5,36930,4621,0.125128622
21562,41.1,3557,323,0.09080686
88023,38.7,2491,451,0.181051786
4530,43.2,11041,1140,0.103251517
76230,45.7,10003,1298,0.129761072
95820,35.5,36834,4261,0.115681164
10550,37.6,37837,3026,0.079974628
13142,42,6593,754,0.114363719
13205,39.6,17399,985,0.056612449
77979,37.8,18111,2466,0.136160345
77505,34.3,24487,3758,0.153469188
8840,41.6,16775,3110,0.185394933
19123,32.8,17540,1041,0.059350057
32534,45.1,14902,1102,0.073949805
21793,37.4,10529,1679,0.159464337
31419,34.6,59441,6499,0.109335307
10455,30.8,42408,3153,0.074349179
79107,28.1,35316,6057,0.171508665
20910,35.9,44784,5614,0.12535727
97013,40.5,24401,4098,0.167943937
75604,34.2,31365,4663,0.148668898
38053,41.5,26568,3162,0.119015357
46204,32.3,8447,71,0.008405351
46407,38.9,11023,296,0.026852944
21074,41.4,15331,2617,0.170699889
85607,32.3,15587,1800,0.115480849
29161,38.3,12060,1440,0.119402985
32694,33.8,2045,212,0.103667482
27023,47.6,12866,2084,0.161977305
77565,45.2,8744,1217,0.139181153
85203,32.7,40231,6419,0.159553578
28208,31.9,40723,2989,0.073398325
31558,32.3,21821,2652,0.121534302
33138,40.8,30550,3168,0.103698854
21787,46.2,10283,1122,0.109112127
87701,41.1,19227,1052,0.054714724
32309,43,31941,5321,0.166588397
37082,42.8,6139,911,0.148395504
73086,45.3,8789,923,0.105017636
34240,50,11566,1711,0.147933598
11050,41.9,30688,5768,0.187956204
42171,38.8,7668,948,0.123630673
47305,41,3542,345,0.097402597
28083,36.5,25814,3478,0.134733091
27597,40.1,24960,3492,0.139903846
37711,44.2,4897,478,0.097610782
60067,44.5,38252,6700,0.17515424
30009,41,17560,3137,0.178644647
37777,43.7,12254,1420,0.115880529
27896,42,21017,2680,0.127515821
23602,37.4,39244,3992,0.101722556
21136,43.5,34549,4147,0.120032418
22202,35.4,25686,1948,0.075838978
33126,44.5,53563,3785,0.070664451
98005,37.8,19432,3347,0.172241663
14304,46.3,29581,2779,0.093945438
37821,44.9,22214,1830,0.082380481
79903,40.3,16169,948,0.058630713
11203,40.6,76914,5569,0.072405544
21144,36.3,35720,6332,0.177267637
94612,37.4,15957,503,0.031522216
75093,44.1,47298,7866,0.166307243
7304,35.5,43799,5031,0.114865636
10950,21.9,51535,19814,0.384476569
87410,39,16948,2223,0.131165919
14482,39.2,8393,1393,0.165971643
88030,37.5,23131,3117,0.134754226
21122,40.1,61716,9380,0.151986519
77021,35.2,26499,1858,0.070115853
33068,36.1,53324,5903,0.110700623
55350,41.6,18098,2378,0.131395734
29801,40.1,28066,2272,0.080952042
75238,35,33409,6346,0.189948816
32219,42.8,12823,1732,0.135069796
63122,44,39592,7728,0.195190948
76201,23.1,28912,974,0.033688434
60194,40.8,19737,3000,0.151998784
17109,37.6,24616,2734,0.111065973
31620,37.2,10953,1369,0.124988588
23350,48.7,3589,276,0.076901644
68138,35.6,12756,2213,0.173486987
12110,38.1,21901,2272,0.103739555
84123,33.3,39723,6977,0.175641316
71671,41.2,8577,962,0.112160429
60134,41.1,29779,6378,0.214177776
63385,36,45333,10333,0.2279355
75080,32.6,53103,7819,0.147242152
