Code,Age,Household Number,Household with Children Number,Household with Children Ratio
33173,44.8,33449,3730,0.11151305
33415,38.4,52355,5880,0.11231019
33619,33.4,40529,3433,0.084704779
34759,39.9,41157,6067,0.147411133
60447,35.2,14007,3196,0.228171628
60420,43.1,4898,723,0.14761127
62524,0,0,0,
47394,44.8,8424,877,0.104107312
95361,38.8,35693,6426,0.180035301
90603,40,21819,3650,0.167285393
45068,44.9,11846,2286,0.192976532
70005,44.9,25517,3164,0.123995768
27828,38,9941,1047,0.105321396
74030,44.4,3736,387,0.103586724
74017,40.1,28539,3951,0.138442132
73703,38.8,29180,4321,0.148080877
44883,40.8,28579,3010,0.10532209
43222,36.3,4465,310,0.069428891
43612,33.8,29621,2566,0.08662773
43608,33,14767,709,0.04801246
43558,47.5,13157,1543,0.117275975
70003,42.9,41020,5175,0.126157972
70448,40.9,25940,4298,0.165690054
27809,50.1,4798,597,0.124426845
70615,34.6,14360,1239,0.086281337
71037,37.9,19161,3384,0.176608736
71241,45.7,10039,1207,0.120231099
32311,36,22506,2760,0.122633964
93401,35.8,29168,3232,0.110806363
13495,35.7,2081,191,0.091782797
34652,51.3,23946,1895,0.07913639
48917,41.1,32393,2805,0.086592782
96766,42.3,18124,1921,0.105992055
98371,41.4,22104,3187,0.144182048
27549,42,27007,3135,0.116081016
27516,36.5,43505,7279,0.167314102
47532,50.9,4405,599,0.135981839
44444,47.9,9882,970,0.098158268
43224,35,45110,5297,0.117424074
44203,42.9,40886,4817,0.117815389
45434,44.9,12523,2222,0.177433522
43209,37.2,28852,3768,0.130597532
43935,43,8830,945,0.107021518
44092,45.4,16995,1569,0.092321271
44074,31.9,11612,901,0.077592146
44146,46.3,29366,1999,0.06807192
43723,37.6,5258,788,0.14986687
44839,52.8,12153,944,0.077676294
45840,39,56195,7687,0.136791529
39564,38.5,41997,6019,0.143319761
43964,44.9,8822,1294,0.146678758
83276,37.3,3773,851,0.22554996
83852,39.5,878,126,0.143507973
83443,40.8,923,173,0.187432286
92203,42.6,31479,4268,0.135582452
47401,32.7,43751,4488,0.102580512
47302,41.2,26301,2241,0.085205886
22030,34.1,59979,9526,0.158822254
27455,45.2,29105,4493,0.154372101
28657,49.6,8745,1112,0.127158376
80534,35.8,17304,4170,0.240984743
30809,38.8,49054,10336,0.210706568
95355,39.7,60271,9172,0.152179323
10549,43,16677,3276,0.196438208
6040,36.8,35039,4195,0.119723736
6120,28.9,14378,676,0.047016275
6032,46.7,17870,2950,0.165081142
60164,37.1,21459,3291,0.153362226
60546,42.5,15573,2592,0.166441919
78410,35.3,28705,4160,0.144922487
77089,34.9,55348,8085,0.146075739
79556,37,12972,1909,0.147163121
74066,39.1,33796,4414,0.130607172
12561,33.3,18917,1717,0.09076492
10956,45.9,32641,5425,0.166202016
57301,38.6,18751,2382,0.127033225
11561,46,38137,3612,0.094711173
13090,38.4,30194,4742,0.15705107
85631,47.4,3758,265,0.070516232
93427,46,6267,990,0.157970321
19129,34.2,11397,1118,0.09809599
19149,34.1,58688,7389,0.125903081
96001,42,34667,4466,0.128825684
19131,35.9,45210,1581,0.034970139
90670,37.9,16882,1972,0.116810804
93703,29.5,33111,3311,0.09999698
6786,44.5,9378,929,0.099061634
75407,34.4,18174,3751,0.206393749
46933,38.1,6192,690,0.111434109
99403,45.5,20712,2568,0.123986095
54311,37.5,36684,5188,0.141424054
54956,39.7,44517,7195,0.161623649
55441,38.9,18605,2459,0.132168772
55402,40.4,529,0,0
98126,39.8,23903,3211,0.134334602
71115,39.9,15809,1853,0.117211715
70518,38.6,13698,1781,0.130018981
70555,35.9,8522,1560,0.183055621
70006,42.2,16061,1552,0.096631592
15034,50,1748,95,0.054347826
94122,39.2,62805,6699,0.106663482
75494,42.2,10048,1434,0.142714968
27040,45.5,12655,2022,0.159778744
91364,44.1,28276,4018,0.142099307
77095,37.7,71463,12957,0.181310608
94583,41.2,35615,7561,0.212298189
33161,35,56742,5931,0.104525748
30324,33.6,28109,1419,0.050482052
34744,36.6,57757,8153,0.141160379
33169,34.8,42080,3890,0.092442966
33160,50.1,40047,3629,0.090618523
33304,42.6,18551,1129,0.060859253
29680,38.7,34301,5590,0.16296901
62568,44.7,15782,1751,0.110949183
2130,35.3,41193,4011,0.097370913
76248,42.2,40097,8621,0.215003616
7828,38.1,15130,2171,0.143489755
62230,40.3,6376,1027,0.161072773
60408,38.7,5588,992,0.177523264
62223,45.3,16178,1747,0.107986154
70663,36.4,27882,4029,0.144501829
61231,47.3,5272,868,0.164643399
83616,48.3,28287,5235,0.185067345
83617,46.1,15434,1801,0.116690424
15001,45.8,31420,2998,0.095416932
27591,38.7,20786,2911,0.140046185
76531,50,4779,679,0.142079933
48609,50.3,12557,1554,0.123755674
55306,38,16565,2003,0.120917597
39702,37.8,23468,2666,0.1136015
27262,34.9,24777,2770,0.111797231
39563,42.7,13597,742,0.054570861
39530,35.3,8139,684,0.084039808
28212,30.7,48425,5085,0.105007744
28147,42.1,23751,2441,0.10277462
93454,31.7,40873,6488,0.158735596
62208,39.8,16724,2197,0.131368094
10457,30.3,75638,5512,0.072873423
7648,47.9,5875,1033,0.175829787
68066,39.2,5597,1228,0.219403252
71291,39.1,33102,4665,0.140928041
44310,36.3,26420,2993,0.11328539
30108,45.5,7839,834,0.106391121
30504,31.9,27498,3758,0.136664485
31705,31.8,32283,1861,0.057646439
32526,43.9,37878,4559,0.120360103
32233,39.6,25251,2283,0.090412261
32440,38.7,7861,525,0.066785396
32324,47.3,4767,97,0.020348227
24083,52.8,2941,582,0.197891874
63104,32.9,19778,1449,0.073263222
63028,44,27167,3944,0.145176133
5450,42,5294,760,0.143558746
68025,38.6,30945,4229,0.136661819
72390,32.8,7990,519,0.064956195
5452,40.6,21809,3307,0.151634646
5446,42.1,16041,1751,0.109157783
84405,33.9,32870,6497,0.197657438
99037,39.7,14787,2075,0.140325962
84302,33.1,26382,6280,0.238041089
98674,41.2,13059,2061,0.157822192
42071,34,32108,3254,0.101345459
49720,51.4,8861,891,0.100552985
68005,34.8,23409,2714,0.115938314
10465,42.3,44147,4393,0.09950846
61104,31.4,19704,1807,0.091707268
48457,47.7,8206,1044,0.127223982
49024,37.8,29618,4521,0.152643663
74055,36.6,46966,8321,0.177170719
73438,40.9,3557,436,0.122575204
44278,47.3,18174,2721,0.149719379
44509,37.1,12504,559,0.044705694
48030,37.2,16705,1269,0.07596528
48205,30.3,34326,614,0.017887316
85013,39.1,21257,1573,0.073999153
78945,44.9,10884,1630,0.149761117
49331,40.9,18224,2956,0.162203687
49068,45.3,15024,2108,0.140308839
48722,47.3,3101,341,0.109964528
74578,39.7,6100,659,0.108032787
48439,41.9,49285,8170,0.165770518
3104,37.6,33431,3168,0.094762346
67211,34.6,19415,1744,0.089827453
83702,40.2,23023,3364,0.146114755
44138,45,22513,4381,0.194598676
44707,36.4,9079,562,0.06190109
91367,40.6,46471,6238,0.134234254
11105,36.1,37386,3881,0.103808912
93631,35.3,16459,3444,0.20924722
66701,38.2,12407,2140,0.172483276
74426,45.9,9471,962,0.101573224
23502,38.9,21596,1921,0.088951658
60471,41.1,14068,1088,0.077338641
17517,38,16927,3168,0.187156614
21613,43.6,17318,1273,0.073507333
62863,45.4,9715,1401,0.144209985
18914,43.5,21413,3930,0.183533368
45406,39.9,19601,992,0.050609663
45420,38.2,25453,2918,0.114642675
32827,37.5,9529,1808,0.189736594
45439,37.6,9915,1179,0.118910741
61455,28.3,20515,2051,0.099975628
17972,46.6,11431,1322,0.115650424
17512,39.7,18223,2358,0.129396916
60435,36.7,49928,6160,0.123377664
23188,46.3,44984,5426,0.120620665
60631,43.7,29851,4899,0.164115105
2136,39.5,35597,3788,0.106413462
90266,44.5,35887,7706,0.214729568
95341,28.1,33450,5677,0.169715994
60455,36.6,16320,1882,0.115318627
93618,28.2,31813,5764,0.181183793
94591,41.2,55758,4919,0.088220524
94547,41.6,25895,3629,0.140142885
95776,33.8,24171,3965,0.164039552
35215,32.8,48948,4617,0.094324589
43560,42.1,32589,6079,0.186535334
73114,29,18862,1685,0.089333051
93433,37.6,13682,1735,0.126808946
32092,39.5,37417,6970,0.186278964
93420,47.6,31075,4317,0.138921963
95010,43.4,8952,1127,0.125893655
93010,39.4,46565,6660,0.143025878
93514,46.4,14329,1927,0.134482518
62447,43.7,3402,501,0.147266314
62448,46.2,5441,826,0.151810329
91311,44.1,41284,5090,0.123292317
41102,45.7,19669,1917,0.097463013
33455,57.2,22442,2019,0.089965244
33013,47.8,32057,2079,0.06485323
33928,62.4,25415,2584,0.101672241
91915,33.8,33850,7927,0.234180207
33825,42.9,26708,2891,0.108244721
33873,34.3,14316,2257,0.15765577
31408,33.6,10484,356,0.033956505
67005,36.8,15706,2381,0.151598115
83705,34.6,29284,3003,0.102547466
27217,38.1,37503,3714,0.099032077
92344,34.6,23603,3746,0.158708639
29644,37.3,22190,3490,0.157278053
62933,51.3,1172,116,0.098976109
72751,34.1,7775,1350,0.173633441
95926,27.9,40436,4300,0.106340884
90241,36.4,43686,5620,0.128645333
24701,45.7,20015,1765,0.088183862
14150,46,41295,4443,0.107591718
48235,38.6,46956,1785,0.038014311
79756,35.8,9669,1653,0.170958734
75147,44.7,6708,685,0.102116875
43616,45.7,20766,2197,0.105797939
11207,35.6,92076,6546,0.071093445
48227,35.9,41804,1869,0.04470864
10036,38,28797,1170,0.040629232
10002,44.8,75291,3837,0.050962266
12303,40.2,28798,3404,0.118202653
14220,37.3,22869,2681,0.117232935
1588,38.5,9856,1346,0.136566558
92019,40.2,43744,6561,0.149986284
1887,42.5,23631,3820,0.161652067
1570,42.6,17158,1469,0.085616039
1469,40.9,7753,1211,0.156197601
2081,41.2,20121,4344,0.215893842
1105,31.7,11970,685,0.057226399
1107,27.2,11688,798,0.068275154
1118,37.8,14991,1379,0.091988526
1129,41,7016,352,0.050171038
44266,43.9,33914,3235,0.095388335
2703,41.9,45277,5999,0.132495528
86004,34.9,36655,5803,0.158314009
82604,38.2,28370,4530,0.159675714
61064,44.8,3958,483,0.122031329
47712,34,27055,3307,0.122232489
28377,35.4,12792,1537,0.120153221
11542,40.9,28197,3978,0.141078838
77990,48,819,94,0.114774115
75785,38.2,11480,1423,0.123954704
24301,45.7,14318,1434,0.100153653
23868,38.5,7062,239,0.033843104
48315,49.4,27963,4690,0.167721632
48108,36.9,27044,3971,0.146834788
93312,34.2,62300,12439,0.199662921
47711,40.1,32967,4358,0.132192799
46962,42.2,8940,908,0.101565996
29671,43.1,18131,2544,0.140312173
48184,38.8,17467,1278,0.073166543
61938,42.2,21963,2418,0.110094249
61738,39.3,4438,822,0.185218567
61853,37.1,14026,3065,0.218522743
2140,33.9,21724,2494,0.114803904
2109,33.8,4235,337,0.07957497
28086,42.3,25713,2448,0.09520476
62675,49.1,6007,571,0.095055768
62521,43.4,35645,3830,0.10744845
90041,39.2,29407,2989,0.101642466
21054,42.9,11321,1876,0.165709743
11701,38.7,28672,3356,0.117047991
38016,34.7,48852,6551,0.134098911
78387,32.2,9765,1179,0.120737327
57401,36.1,33189,5455,0.164361686
44024,46.5,24165,3861,0.159776536
54729,40.9,33070,4525,0.136830965
77488,39.8,14683,1518,0.103384867
75020,41.5,23485,3411,0.145241644
78576,20.4,10715,1179,0.110032664
78852,29.8,57782,8836,0.152919594
77401,45.3,19583,4615,0.235663586
78102,35,28631,3053,0.106632671
78146,41.5,643,67,0.104199067
77515,38.8,32823,3467,0.105627152
11727,41,30060,4536,0.150898204
19031,45,4668,710,0.1520994
78332,35.2,29256,3868,0.132212196
21075,34.4,34093,6031,0.176898484
17522,38.5,34535,6190,0.179238454
52501,39.7,29799,3912,0.131279573
16504,37.6,15741,1469,0.093323169
18036,47.2,14094,2112,0.149851
18603,47.2,19568,1853,0.094695421
53220,40.6,26647,2877,0.107967126
29341,37.1,20381,2702,0.132574457
93449,58.1,8269,369,0.044624501
93444,44.8,21563,2205,0.102258498
62471,40.3,10418,1308,0.125551929
30060,33,40729,3934,0.096589654
35565,45.7,12714,1819,0.143070631
36037,39.9,13015,1217,0.093507491
35214,45.7,17887,1354,0.075697434
48174,37.6,31978,3293,0.102977047
48124,40.5,28705,4371,0.152273123
48103,38.5,55719,8706,0.156248317
4965,46.9,2089,190,0.090952609
4769,42,9215,1097,0.119045035
4073,40.2,16631,1710,0.102820035
30265,40,35478,6032,0.170020858
31816,41.1,5328,380,0.071321321
89005,54.1,16012,1781,0.111229078
31201,31.1,8482,301,0.035486913
30553,46,8096,948,0.117094862
87107,42.7,31167,3015,0.096736933
87501,58.3,15474,744,0.048080651
91401,36.9,40188,5266,0.13103414
64503,41,12560,1307,0.10406051
63301,36.2,51757,4944,0.095523311
63775,40.5,17197,2845,0.165435832
63069,42.3,15034,1757,0.116868432
63132,34,13523,2338,0.172890631
85743,42.6,31487,5251,0.166767237
89101,34.7,43056,3652,0.08481977
63043,38.6,22828,2948,0.129139653
1109,29.1,30714,1963,0.063912222
61550,43.2,17999,3202,0.177898772
60139,34,34532,5152,0.14919495
85298,39.4,31937,8310,0.260199768
85131,36.5,20273,733,0.036156464
21043,38,47867,9437,0.197150438
21817,51,4564,322,0.070552147
21029,46.2,11013,2193,0.199128303
78597,58.7,2848,54,0.018960674
71108,32.4,18414,1217,0.066091018
92543,35.6,38731,5780,0.149234463
71220,37.4,21919,2285,0.104247457
89148,35.2,56158,7991,0.142294954
70791,37.1,27341,4758,0.174024359
70560,35.9,40706,3449,0.084729524
21532,31.4,14886,1395,0.093712213
21224,33.5,49870,4366,0.087547624
21078,46.1,18566,2404,0.129484003
21060,38.3,35279,4032,0.114288954
20906,40.7,71520,7913,0.11064038
20784,35.4,30600,4108,0.134248366
29574,40.6,10812,848,0.078431373
89434,42.5,25853,2686,0.103895099
65712,43.8,8769,1048,0.119511917
63501,25.8,21182,2114,0.099801718
60064,30.2,15658,1799,0.114893345
48360,40.8,12907,2538,0.196637484
37166,39.2,14290,1831,0.128131561
97462,54.8,3770,477,0.126525199
80550,38.7,30851,7105,0.230300476
97459,45.6,13791,1881,0.1363933
97038,40.2,15846,2748,0.173419159
81230,32.9,10150,1017,0.100197044
97034,50.1,18859,3324,0.176255369
97845,43.9,2865,406,0.141710297
37074,35.5,9406,980,0.104188816
54915,38.5,43826,7922,0.180760279
2144,31,25088,1658,0.066087372
37327,44.9,11905,1393,0.11700966
6460,45.9,39383,4585,0.116420791
80127,44.3,45798,8188,0.1787851
77328,36.6,14595,2624,0.179787598
77386,32.7,58047,14449,0.248918979
53074,42.3,13012,1697,0.130418076
45895,42.2,18070,2425,0.134200332
48189,45.1,13980,1816,0.129899857
37406,38.9,14211,485,0.034128492
37408,34.3,1740,112,0.064367816
20678,39.8,12394,1533,0.123688882
37160,37.7,34713,4196,0.120876905
79413,33.9,22059,3247,0.147196156
64155,37.1,24165,4211,0.174260294
75048,37.6,25877,5038,0.194690265
63042,37.6,19274,2532,0.131368683
63025,42.8,14900,3096,0.207785235
63841,41.7,13450,1614,0.12
65201,23,47603,3094,0.064995904
37411,41.7,17172,2534,0.147565805
38133,35.8,22508,4473,0.198729341
93926,30.8,9271,1537,0.165785784
94002,41.4,27451,5130,0.186878438
80246,32.1,13579,810,0.059650932
48505,35,20548,971,0.047255207
48329,45.9,24666,3010,0.122030325
37361,52.4,1552,113,0.072809278
74467,44,15451,1804,0.116756197
74008,36.1,30009,6215,0.207104535
79109,37.3,45086,6636,0.147185379
74953,38.8,12220,1258,0.10294599
73044,40.3,23185,3257,0.140478758
94545,40.1,33080,3866,0.116868198
68048,40.9,13156,2159,0.164107631
68922,41,1512,331,0.218915344
37321,36.7,19676,2444,0.124212238
79707,33,40356,7621,0.188844286
61761,25,55753,6424,0.115222499
29627,39.9,19923,2623,0.131656879
93301,30.5,12459,971,0.077935629
28213,33.2,43569,5669,0.130115449
30157,34.2,49512,8778,0.177290354
76502,34.9,42562,7798,0.183215074
98631,54.9,3291,217,0.065937405
27856,44.5,17446,1505,0.086266193
28658,41,27990,3388,0.12104323
27030,45.5,35963,4087,0.113644579
32541,42.9,19273,2378,0.123385046
39216,38.4,4124,311,0.075412221
28580,39.8,13151,1216,0.092464451
34711,44.7,62265,8639,0.138745684
39503,34.1,56299,7776,0.138119682
30030,38.7,30941,6116,0.197666527
28904,54.8,9066,972,0.107213766
28211,39.5,31460,5581,0.177399873
28052,36.1,35552,3366,0.094678218
39202,31.1,8104,280,0.034550839
27288,44.7,23691,2359,0.099573678
27317,39.8,16345,2326,0.142306516
28320,47.1,9333,891,0.095467695
97351,29.5,11271,2110,0.187206104
97080,39.5,44818,7289,0.162635548
97305,33,44396,7934,0.178709794
97463,43.9,3941,199,0.050494798
97801,39.1,20787,2429,0.116851879
48334,46.3,19315,2578,0.133471395
97060,34.2,22716,3571,0.157201972
37830,42.1,29800,3583,0.120234899
67337,40.7,12066,1283,0.106331842
39157,36.5,24840,2702,0.108776167
30076,37.1,47251,7826,0.165626124
17362,45.9,13182,2038,0.154604764
16874,47,1341,132,0.098434004
16933,41.6,6589,729,0.110638944
16673,40.8,5529,1040,0.188099114
16354,45.2,10653,1104,0.103632779
97503,35.7,12958,2395,0.184827906
54913,40.6,21744,4446,0.204470199
97203,32.3,35270,4258,0.120725829
97478,39.4,40374,5194,0.128647149
8102,28.2,7722,517,0.066951567
30643,45.8,15331,1749,0.114082578
31036,42.7,12208,1035,0.084780472
97756,42.3,39267,4813,0.122571116
31750,40.7,18194,1801,0.098988678
97211,36.5,35815,3876,0.108222812
97222,38.9,37355,3986,0.10670593
97204,44,1047,0,0
97209,40.3,19189,306,0.015946636
75154,35.9,41393,7349,0.177542096
28590,38.1,25305,4548,0.179727327
60465,42.2,17534,2928,0.166989848
56701,40.3,13139,1742,0.132582388
93727,31.1,85370,14480,0.169614619
48044,39,58374,12024,0.205982115
57365,50.4,558,96,0.172043011
74728,39.5,11353,1452,0.12789571
17931,41.3,8846,657,0.074270857
22942,47.1,9880,1550,0.156882591
85739,66.5,19513,1516,0.077691795
45150,41.5,33371,5177,0.155134698
63084,37.8,19395,2843,0.146584171
56301,26.1,34900,4565,0.130802292
56001,28.3,48924,5586,0.114177091
41815,34.8,1105,142,0.128506787
55116,39.1,25079,3704,0.147693289
55021,40.2,30359,4200,0.138344478
55045,42.5,7695,1223,0.158934373
93111,45.3,17518,2229,0.127240553
90813,30.4,59016,6728,0.114002982
84060,40.4,8608,901,0.104670074
84737,38,18424,3382,0.183564915
92227,31.2,27485,4321,0.157213025
60430,41.2,19905,2672,0.134237629
61604,38.7,29928,2805,0.09372494
41503,61.8,575,32,0.055652174
94901,39.6,42167,5888,0.13963526
31636,39.3,11125,1358,0.122067416
55432,37.6,30562,3585,0.117302533
57580,48.6,3978,533,0.133986928
32570,42.1,31682,3631,0.114607664
57069,24,12080,1239,0.102566225
32205,35.8,30635,2939,0.095936021
36081,26.7,15841,1250,0.07890916
57783,39.2,15768,1935,0.122716895
36117,35.3,54941,6914,0.125844087
57702,47.3,35440,5178,0.146106095
57501,38.6,17033,2424,0.142311983
57325,40.9,3181,427,0.134234517
62702,40.9,33929,2219,0.065401279
50112,39.2,11535,1390,0.120502818
61071,42.4,14134,1828,0.129333522
54601,31,50937,5340,0.104835385
61866,31.8,14317,1297,0.090591604
55119,33.2,44261,6150,0.13894851
62656,40.1,19490,2215,0.113648025
62254,43.1,6256,537,0.085837596
93314,36.7,29278,6116,0.20889405
94080,40.7,68337,7900,0.115603553
52641,39.3,12380,1428,0.115347334
52314,28.7,6088,1129,0.185446781
39581,37.3,10687,677,0.063347993
91352,36.1,47589,5069,0.106516212
98226,38.2,44370,5662,0.127608745
30303,22,6700,30,0.004477612
1610,28.1,22263,634,0.028477743
29301,34.4,35756,3958,0.110694709
29572,56,9777,783,0.080085916
29360,41.7,21228,2042,0.096193706
29556,41.2,11817,1070,0.090547516
98072,39.5,24200,4412,0.18231405
65775,39.6,25131,4154,0.16529386
72021,48.5,3704,146,0.039416847
72032,34,34858,4650,0.133398359
72058,37.2,17430,3513,0.201549053
30327,47,23142,4721,0.204001383
1803,41.5,27951,4475,0.160101606
25271,43,9875,1333,0.134987342
24925,46.2,514,0,0
88045,41.1,3386,491,0.14500886
48238,38.2,25311,1305,0.051558611
48221,39,41975,2309,0.055008934
77591,36.4,15098,1319,0.087362565
71923,35.6,15263,1555,0.101880364
38562,45.6,6574,814,0.123821113
56288,51.6,4769,711,0.149087859
26241,46.6,13851,1349,0.09739369
1702,35.3,40233,4240,0.105386126
1845,39.3,31178,5285,0.169510552
37027,41.8,56729,13426,0.236669076
31763,37,24617,4037,0.163992363
45430,47.9,7413,1055,0.14231755
53406,44.5,26445,3120,0.117980715
53211,28.6,35843,3460,0.096532098
19036,41.5,13034,1215,0.093217738
71001,41.5,4694,174,0.037068598
71119,41.3,11513,1519,0.131937809
71327,38.4,5955,486,0.081612091
68370,51,1996,315,0.157815631
68620,45,2802,640,0.22840828
30058,35.3,60402,4753,0.078689447
29560,38.6,13634,1502,0.110165762
12078,44.7,23674,1855,0.078356002
29536,37.1,17005,1568,0.092208174
29306,36.1,16837,891,0.052919166
29488,41,21558,2337,0.108405232
77469,36.4,54580,8671,0.158867717
80808,45.3,5937,940,0.158329122
97424,45.7,18104,2092,0.115554574
97527,48,36574,4148,0.113413901
10038,36.5,23565,1608,0.068236792
11434,39.1,65005,4992,0.076794093
11435,36.1,60255,7230,0.119990042
25309,42.9,13701,1563,0.114079264
2476,44.2,17616,3113,0.176714351
33617,32,47958,4118,0.0858668
62526,42.7,31888,2771,0.086897893
28054,40.3,38289,4122,0.10765494
28301,34.1,17113,913,0.053351253
28306,35.2,43441,6345,0.146060174
28339,44.2,7513,607,0.080793292
40741,40.5,24637,2764,0.112188984
94505,42.1,16560,2550,0.153985507
77003,34.8,9812,471,0.048002446
60051,42.6,23056,3167,0.137361207
22546,40.7,16512,2576,0.156007752
54304,38.5,27612,2922,0.105823555
43215,31,15457,119,0.007698777
31204,38.2,30089,2142,0.071188807
73013,35.2,54771,11017,0.201146592
75205,36.3,25148,4541,0.18057102
89523,39.4,34737,4863,0.139994818
17603,35.4,64942,7734,0.119090881
6807,43.4,7595,1441,0.189730086
8724,45.1,41743,5531,0.132501258
68117,35.4,8778,1197,0.136363636
68506,39.6,29735,4148,0.139498907
89131,39.5,51115,9998,0.195598161
85019,29,28116,3459,0.123026035
79410,25.9,10276,821,0.079894901
46402,35.9,6363,217,0.03410341
98029,37.3,29569,6462,0.218539687
60641,37.3,70642,9163,0.129710371
27701,33.2,23364,1809,0.07742681
84104,27.9,27505,4340,0.157789493
84057,26.6,41047,8859,0.215825761
84403,33.4,37612,6437,0.171142189
84042,29.8,11016,3015,0.27369281
77484,35.9,10993,1651,0.150186482
77373,35.2,62171,10662,0.171494748
62025,33.2,35341,5349,0.151353952
60419,36.7,22680,1058,0.04664903
60639,34.4,89166,9741,0.109245677
60624,32.4,35272,1232,0.034928555
46324,36,22058,2577,0.116828362
60613,34,51314,4927,0.096016682
76522,33.2,36958,5832,0.157800747
79103,32.9,10987,1594,0.14508055
37148,37.4,24814,3878,0.156282744
37214,37.9,30860,3153,0.102171095
79512,33.2,7537,709,0.094069258
33065,36,58805,8703,0.147997619
33760,37.4,17525,1479,0.084393723
33765,46.2,14904,1224,0.082125604
92604,40.2,29306,5159,0.176039036
43004,34.8,27523,4764,0.173091596
33629,40.8,27356,5856,0.214066384
86409,48.7,28987,2226,0.076793045
92131,40.4,35105,7965,0.226890756
51570,38.9,958,85,0.088726514
51054,37.8,5484,1149,0.2095186
50126,47.6,6540,578,0.088379205
52245,27.9,25469,2820,0.11072284
52405,38.3,25119,3186,0.126836259
40033,41,12702,1553,0.12226421
67846,31.1,33915,5952,0.175497567
4005,39,23742,2197,0.092536433
70714,35.9,19631,1657,0.084407315
32127,51.5,30729,3231,0.105144977
32605,40.1,25834,3244,0.125570953
74804,36.4,20635,2794,0.135401018
32609,35,20324,1787,0.087925605
32501,38.4,11255,540,0.047978676
32250,42,27543,3064,0.111244236
70501,35.2,31976,1746,0.054603453
70726,34.4,58114,8769,0.150893072
27858,25.5,59827,5009,0.08372474
32922,36.7,16891,1344,0.079569001
6704,35.2,25410,2612,0.102794176
32738,37.2,46108,5898,0.127917064
34231,54.3,30671,2507,0.08173845
74955,38.3,15884,2272,0.143037018
15642,46,44759,7241,0.16177752
99338,37.7,16733,4161,0.248670292
86305,60.3,19081,1494,0.078297783
71446,36.6,21508,2484,0.11549191
86323,54.1,16633,1207,0.072566585
95624,38.3,66667,11148,0.167219164
68118,40.1,10149,2442,0.240614839
77568,40.6,15851,1741,0.109835342
77536,36.5,32496,4738,0.14580256
25705,38.5,21462,2342,0.109123101
45680,41.1,12784,1014,0.079317897
37216,37.1,18042,1490,0.082585079
37323,43,31727,4183,0.13184354
67601,31.7,24467,3316,0.135529489
15666,46.3,15967,2076,0.130018162
33168,37,27713,1762,0.063580269
2368,40.8,35064,3147,0.089750171
2110,55.6,2339,165,0.070542967
1864,44.3,15750,2990,0.18984127
55105,34.4,26834,3988,0.148617426
67203,36.8,30034,3716,0.123726443
66503,35,16236,2693,0.165865977
17078,43,21882,3433,0.156886939
19365,38.4,7512,1395,0.185702875
16105,47.6,15179,2016,0.132815073
95357,37.6,11893,1850,0.155553687
61944,44.5,12445,1422,0.114262756
44094,45.3,36195,4468,0.123442464
72956,36.6,36581,4832,0.132090429
80461,36.8,7660,981,0.128067885
40391,42.7,35931,3897,0.108457878
40216,41.7,42487,4002,0.094193518
40514,38.4,16753,2990,0.178475497
31406,38.2,35611,3537,0.099323243
31088,34.3,57716,8128,0.1408275
30824,36.9,17454,1223,0.070069898
70647,34.5,9196,1406,0.152892562
89118,39.1,22064,1998,0.09055475
24901,45.9,9609,1108,0.115308565
99611,39.3,15533,2556,0.164552887
45215,38,30914,4172,0.134955037
29207,20,12403,0,0
67205,38.8,20253,4549,0.2246087
20755,25.6,10991,3080,0.280229279
92284,43.6,26467,3017,0.113991008
20817,46.4,37722,8543,0.226472615
15644,47.7,18739,1756,0.093708309
43566,44.9,7860,1340,0.170483461
44481,48.8,9543,984,0.103112229
1089,41.4,28921,3951,0.136613533
44044,45.4,15264,1291,0.084578092
59101,35.7,41860,5374,0.128380315
8103,32.2,15047,496,0.032963381
8861,34,54121,5684,0.105023928
53022,42.1,19608,3505,0.17875357
13212,43.1,21500,2044,0.095069767
97146,0,0,0,
92337,30.5,39668,6611,0.166658264
90808,42.8,39759,6572,0.165295908
93950,49.4,15716,2140,0.136166964
26354,46.6,10591,969,0.091492777
26452,44.7,9042,996,0.110152621
63116,37.1,44375,5177,0.116664789
28277,39.9,72918,15406,0.211278422
10016,33,53462,3286,0.061464218
53223,40.7,29562,2944,0.099587308
55127,50.6,19074,3091,0.162053057
54971,44.7,10813,1544,0.142791085
94707,53.1,11895,1620,0.136191677
22963,43.9,16751,2328,0.138976778
23075,40.9,9516,715,0.075136612
72801,26.5,19282,1614,0.08370501
44114,34.3,6971,155,0.022234973
37804,38.9,27185,4076,0.149935626
38125,37.5,38546,4724,0.12255487
46142,40.2,30019,5095,0.16972584
49444,36.8,30007,2454,0.081780918
86322,41.7,12239,1740,0.142168478
94574,51.6,8852,994,0.112291008
79934,29.8,26733,4834,0.180825197
19901,33,37587,3627,0.096496129
30833,43,3628,251,0.069184123
50511,49.1,6840,805,0.117690058
30474,36.5,17097,2086,0.122009709
30401,36.8,13889,1158,0.083375333
31791,40.6,12023,775,0.064459785
30350,35.4,39501,4812,0.121819701
75074,34.3,52829,7459,0.141191391
46992,44.5,16437,1800,0.109509034
44135,39.2,27947,2366,0.08466025
89029,62.2,8256,198,0.023982558
92240,37.8,35662,4102,0.115024396
50321,30.9,8792,1008,0.114649682
95124,39.8,52016,11143,0.214222547
95128,37.1,37378,4770,0.127615175
